,test,prediccion
2020-08-30 07:00:00,45.38,29.06383158525177
2020-08-30 08:00:00,44.29,25.27087056982893
2020-08-30 09:00:00,43.88,29.692090473100848
2020-08-30 10:00:00,43.01,48.31902285454669
2020-08-30 11:00:00,107.69,75.6193312381648
2020-08-30 12:00:00,107.25,97.64148102322841
2020-08-30 13:00:00,106.75,103.75328677124425
2020-08-30 14:00:00,107.67,96.1862834243328
2020-08-30 15:00:00,109.25,87.98879900152801
2020-08-30 16:00:00,113.52,90.7967557848576
2020-08-30 17:00:00,118.03,103.68932987467613
2020-08-30 18:00:00,122.26,113.64171836852628
2020-08-30 19:00:00,122.64,107.26260371224
2020-08-30 20:00:00,121.42,82.945258774306
2020-08-30 21:00:00,50.33,52.35594822833028
2020-08-30 22:00:00,45.46,30.36994795343394
2020-08-30 23:00:00,42.74,23.20371549377618
2020-08-31 00:00:00,40.93,25.46589075773489
2020-08-31 01:00:00,40.99,27.68117803428307
2020-08-31 02:00:00,42.06,25.873397339580094
2020-08-31 03:00:00,47.08,23.7390633727997
2020-08-31 04:00:00,58.29,26.308364106901138
2020-08-31 05:00:00,55.08,32.882179967707685
2020-08-31 06:00:00,56.04,37.352136879999435
2020-08-31 07:00:00,55.07,35.66921105676519
2020-08-31 08:00:00,51.38,32.10527958889247
2020-08-31 09:00:00,50.16,36.709719030085054
2020-08-31 10:00:00,54.89,55.47325211322091
2020-08-31 11:00:00,121.97,82.86316500651927
2020-08-31 12:00:00,121.87,104.92797820905749
2020-08-31 13:00:00,121.67,111.03599015652848
2020-08-31 14:00:00,121.5,103.419640143306
2020-08-31 15:00:00,121.99,95.12856821422746
2020-08-31 16:00:00,123.55,97.80039921256315
2020-08-31 17:00:00,125.83,110.51638107109855
2020-08-31 18:00:00,129.77,120.25412686854868
2020-08-31 19:00:00,135.14,113.62505049723065
2020-08-31 20:00:00,129.74,89.02543985073044
2020-08-31 21:00:00,57.29,58.12482349440841
2020-08-31 22:00:00,55.03,35.801952944633975
2020-08-31 23:00:00,49.95,28.276934039199787
2020-09-01 00:00:00,48.56,30.162187042596084
2020-09-01 01:00:00,47.46,31.98628704491346
2020-09-01 02:00:00,48.72,29.776973149403364
2020-09-01 03:00:00,51.42,27.234685216130217
